2020-03-05 00:00:01.902054+00:00,waiting for reporter,8962,reviewed:changes_requested,288
2020-03-05 00:00:01.902054+00:00,waiting for reporter,8730,reviewed:changes_requested,266
2020-03-05 00:00:01.902054+00:00,waiting for reporter,8674,reviewed:changes_requested,321
2020-03-05 00:00:01.902054+00:00,waiting for reporter,7961,reviewed:changes_requested,423
2020-03-05 00:00:01.902054+00:00,waiting for reporter,7432,reviewed:changes_requested,502
2020-03-05 00:00:01.902054+00:00,waiting for reporter,2986,"milestone:Assessed, reviewed:changes_requested",131
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,10756,"branch: 1.1.1, reviewed:commented",56
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,9387,"branch: 1.1.1, ",181
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,8900,"branch: 1.1.1, reviewed:commented",301
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,8437,"branch: 1.1.1, reviewed:commented",353
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,7157,"hold: cla required, milestone:Post 1.1.1, reviewed:approved",526
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6909,"milestone:Post 1.1.1, reviewed:approved",131
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6886,"milestone:Post 1.1.1, reviewed:commented",131
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6811,"milestone:Post 1.1.1, reviewed:commented",350
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6739,"hold: cla required, milestone:Post 1.1.1, ",427
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6697,"hold: cla required, milestone:Post 1.1.1, ",441
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6458,"milestone:Post 1.1.1, reviewed:commented",595
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6425,"milestone:Post 1.1.1, reviewed:commented",131
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6305,"milestone:Post 1.1.1, reviewed:changes_requested",652
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6148,"milestone:Post 1.1.1, reviewed:commented",131
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,6017,"milestone:Post 1.1.1, reviewed:commented",131
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,5980,"hold: cla required, milestone:Post 1.1.1, reviewed:commented",668
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,5932,"milestone:Post 1.1.1, reviewed:commented",131
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,5260,"branch: 1.1.0, hold: cla required, unresolved, milestone:Post 1.1.1, ",36
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,5259,"milestone:Post 1.1.1, reviewed:changes_requested",131
2020-03-05 00:00:01.902054+00:00,deferred after 1.1.1,5257,"milestone:Post 1.1.1, reviewed:changes_requested",131
